id_publication;date_pub;article_title;categorie;nbr_authors
reference/ubiqhandbook/StillerHGRMW08;2020-02-13;Accounting and Charging.;incollection;6
reference/ubiqhandbook/MuhlhauserG08;2011-01-20;Introduction to Ubiquitous Computing.;incollection;2
reference/ubiqhandbook/HamdiGR08;2011-01-20;Real-Time Location Tracking Mashup for Enterprise.;incollection;3
reference/ubiqhandbook/Barros08;2011-01-20;Ubiquitous Services and Business Processes.;incollection;1
reference/vlsi/Muroga99n;2017-07-12;Field-Programmable Gate Arrays.;incollection;1
reference/vlsi/Nakagawa99;2017-07-12;Power IC Technologies.;incollection;1
reference/vlsi/ParkerTW99;2017-07-12;System-Level Design.;incollection;3
reference/vlsi/Muroga99p;2017-07-12;Field-Programmable Gate Arrays.;incollection;1
reference/vlsi/MartinGN99;2017-07-12;Noise in VLSI Technologies.;incollection;3
reference/vlsi/IyengarR99;2017-07-12;Microprocessor Design Verification.;incollection;2
reference/vlsi/Cressler99;2017-07-12;SiGe Technology.;incollection;1
reference/vlsi/FattarusoW99;2017-07-12;Oversampled Analog-to-Digital and Digital-to-Analog Converters.;incollection;2
reference/vlsi/Muroga99d;2017-07-12;Sequential Networks with AND and OR Gates.;incollection;1
reference/vlsi/Song99;2017-07-12;Nyquist-Rate ADC and DAC.;incollection;1
reference/vlsi/Veirman99;2017-07-12;Bipolar Amplifier Design.;incollection;1
reference/vlsi/Muroga99k;2017-07-12;Full-Custom and Semi-Custom Design.;incollection;1
reference/vlsi/SteyaertBJM99;2017-07-12;RF Communication Circuits.;incollection;4
reference/vlsi/Baschirotto99;2017-07-12;Switched-Capacitor Filters.;incollection;1
reference/vlsi/Neudeck99;2017-07-12;SiC Technology.;incollection;1
reference/vlsi/Kagaris99;2017-07-12;ATPG and BIST.;incollection;1
reference/vlsi/Hesketh99;2017-07-12;Micromachining.;incollection;1
reference/vlsi/MinatoM99;2017-07-12;Binary Decision Diagrams.;incollection;2
reference/vlsi/LeeHMSY99;2017-07-12;RF Passive IC Components.;incollection;5
reference/vlsi/Tragoudas99;2017-07-12;CAD Tools for BIST/DFT and Delay Faults.;incollection;1
reference/vlsi/Muroga99j;2017-07-12;CMOS.;incollection;1
reference/vlsi/ShenaiM99;2017-07-12;VLSI Technology.;incollection;2
reference/vlsi/TakagiM99;2017-07-12;Dividers.;incollection;2
reference/vlsi/Muroga99e;2017-07-12;Logic Properties of Transistor Circuits.;incollection;1
reference/vlsi/TakagiTBM99;2017-07-12;Adders.;incollection;4
reference/vlsi/Navabi99;2017-07-12;Hardware Description in Verilog.;incollection;1
reference/vlsi/KatsumataOIMYKNMMYII99;2017-07-12;CMOS/BiCMOS Technology.;incollection;1,2
reference/vlsi/Lockwood99;2017-07-12;Logic Synthesis for Field Programmable Gate Array (FPGA) Technology.;incollection;1
reference/vlsi/BoyadzhyanC99;2017-07-12;Multichip Module Technologies.;incollection;2
reference/vlsi/KourtevF99;2017-07-12;System Timing.;incollection;2
reference/vlsi/AylorK99;2017-07-12;Performance Modeling and Analysis in VHDL.;incollection;2
reference/vlsi/Muroga99a;2017-07-12;Basic Theory of Logic Functions.;incollection;1
reference/vlsi/KangDBG99;2018-07-31;Timing and Signal Integrity Analysis.;incollection;4
reference/vlsi/NakhlaA99;2017-07-12;Interconnect Modeling and Simulation.;incollection;2
reference/vlsi/Muroga99;2017-07-12;Expressions of Logic Functions.;incollection;1
reference/vlsi/Muroga99o;2017-07-12;Cell-Library Design Approach.;incollection;1
reference/vlsi/YaoLY99;2017-07-12;Algorithms and Architectures for Multimedia and Beamforming Communications.;incollection;2
reference/vlsi/Long99a;2017-07-12;Logic Design Principles and Examples.;incollection;1
reference/vlsi/Long99;2017-07-12;Materials.;incollection;1
reference/vlsi/Muroga99i;2017-07-12;Emitter-Coupled Logic.;incollection;1
reference/vlsi/Rollins99;2017-07-12;Analog Circuit Simulation.;incollection;1
reference/vlsi/YoshikawaM99;2017-07-12;Logic Synthesizer with Optimizations in Two Phases.;incollection;2
reference/vlsi/Wu99;2017-07-12;Embedded Memory.;incollection;1
reference/vlsi/Hwang99;2017-07-12;ROM/PROM/EPROM.;incollection;1
reference/vlsi/Muroga99g;2017-07-12;Logic Synthesis with a Minimum Number of Negative Gates.;incollection;1
reference/vlsi/Wolf99;2017-07-12;Embedded Computing Systems and Hardware/Software Co-Design.;incollection;1
reference/vlsi/BartonB99;2017-07-12;Design Languages.;incollection;1
reference/vlsi/Estreich99;2017-07-12;Compound Semiconductor Devices for Digital Circuits.;incollection;1
reference/vlsi/ConnorsH99;2017-07-12;Architecture.;incollection;2
reference/vlsi/ComerC99;2017-07-12;Bipolar Junction Transistor (BJT) Circuits.;incollection;2
reference/vlsi/ShenLCYH99;2017-07-12;Flash Memories.;incollection;5
reference/vlsi/Kanopoulos99;2017-07-12;Testability Concepts and DFT.;incollection;1
reference/vlsi/Margala99;2017-07-12;Low-Power Memory Circuits.;incollection;1
reference/vlsi/Bhasker99;2017-07-12;Synthesis at the Register Transfer Level and the Behavioral Level.;incollection;1
reference/vlsi/Pedram99;2017-07-12;Power Simulation and Estimation in VLSI Circuits.;incollection;1
reference/vlsi/Cristoloveanu99;2017-07-12;Silicon on Insulator Technology.;incollection;1
reference/vlsi/Muroga99b;2017-07-12;Simplification of Logic Expressions.;incollection;1
reference/vlsi/DeweyCK99;2017-07-12;Internet Based Micro-Electronic Design Automation (IMEDA) Framework.;incollection;3
reference/vlsi/KhandelwalS99;2017-07-12;Microelectronics Packaging.;incollection;2
reference/vlsi/NakamuraM99;2017-07-12;Logic Synthesis with AND and OR Gates in Multi-levels.;incollection;2
reference/vlsi/Cheng99;2017-07-12;Dynamic Random Access Memory.;incollection;1
reference/vlsi/Muroga99f;2017-07-12;Logic Synthesis with NAND (or NOR) Gates in Multi-levels.;incollection;1
reference/vlsi/Cottrell99;2017-07-12;Design Automation Technology Roadmap.;incollection;1
reference/vlsi/Muroga99m;2017-07-12;Mask-Programmable Gate Arrays.;incollection;1
reference/vlsi/Lotfi99;2017-07-12;Passive Components.;incollection;1
reference/vlsi/Tseng99;2017-07-12;SRAM.;incollection;1
reference/vlsi/WassenaarIL99;2017-07-12;Operational Transconductance Amplifiers.;incollection;3
reference/vlsi/YuanW99;2017-07-12;PLL Circuits.;incollection;2
reference/vlsi/Karnik99;2017-07-12;Microprocessor Layout Method.;incollection;1
reference/vlsi/GrahnO99;2017-07-12;Bipolar Technology.;incollection;2
reference/vlsi/ToumazouP99;2017-07-12;High-Frequency Amplifiers.;incollection;2
reference/vlsi/LiBT99;2017-07-12;CMOS Amplifier Design.;incollection;3
reference/vlsi/Khoury99;2017-07-12;Continuous-Time Filters.;incollection;1
reference/vlsi/ChangVL99;2017-07-12;Design of MESFET and HEMT Logic Circuits.;incollection;3
reference/vlsi/Muroga99h;2017-07-12;Logic Synthesizer by the Transduction Method.;incollection;1
reference/vlsi/GuptaG99;2018-02-05;ASIC Design.;incollection;2
reference/vlsi/Muroga99l;2017-07-12;Programmable Logic Devices.;incollection;1
reference/vlsi/1999;2017-05-16;The VLSI Handbook.;book;0
reference/vlsi/TakagiBM99;2017-07-12;Multipliers.;incollection;3
reference/vlsi/KizilyalliHL99;2017-07-12;Channel Hot Electron Degradation-Delay in MOS Transistors Due to Deuterium Anneal.;incollection;3
reference/vlsi/Muroga99c;2017-07-12;Logic Synthesis with AND and OR Gates in Two Levels.;incollection;1
reference/vlsi/YanoM99;2017-07-12;Pass Transistors.;incollection;2
reference/mediated/Cruz08;2011-01-21;CMC Research in Latin America and Spain.;incollection;1
reference/mediated/WilliamsC08;2011-01-21;Computer Mediated Communication and Multimodal Instruction in Higher Education.;incollection;2
reference/mediated/DavisM08;2011-01-21;Locating Presence and Positions in Online Focus Group Text with Stance-Shift Analysis.;incollection;2
reference/mediated/CollinsB08a;2011-01-21;E-Mail Distribution Lists in Adult Learning.;incollection;2
reference/mediated/RamirezEC08;2011-01-21;Towards a Communication-Based Approach to Cyber-Bullying.;incollection;4
reference/mediated/GiordanoSBG08;2011-01-21;Computer Mediated Negotiations and Deception.;incollection;4
reference/mediated/Lange08;2011-01-21;Terminological Obfuscation in Online Research.;incollection;1
reference/mediated/Farmer08;2011-02-04;Affective Collaborative Instruction with Librarians.;incollection;1
reference/mediated/Weber08;2011-01-21;Human-Robot Interaction.;incollection;1
reference/mediated/KimmerleC08;2011-01-21;Knowledge Communication with Shared Databases.;incollection;2
reference/mediated/Stefanone08;2011-01-21;Emergent Networks in Computer-Supported Groups.;incollection;1
reference/mediated/MullennixS08;2011-01-21;Computer Mediated Speech Technology.;incollection;2
reference/mediated/Connaughton08;2011-01-21;Millennium Leadership Inc.;incollection;1
reference/mediated/Krueger08;2011-01-21;Building Identity through Online Collaboration.;incollection;1
reference/mediated/Marcus08;2011-01-21;IM's Growth, Benefits, and Impact on Communication.;incollection;1
reference/mediated/Mackiewicz08;2011-01-21;Reviewer Motivations, Bias, and Credibility in Online Reviews.;incollection;1
reference/mediated/WolfB08;2011-01-21;Computer Mediated Communication for the Enhancement of Psychotherapy.;incollection;2
reference/mediated/HughesW08;2016-06-10;P2P File Sharing.;incollection;2
reference/mediated/LimS08;2011-01-21;Discourse and Network Analyses of Learning Conversations.;incollection;2
reference/mediated/Leetaru08;2011-01-21;Instant Messaging as a Hypermedium in the Making.;incollection;1
reference/mediated/Koslowsky08;2011-01-21;Innovation and Utility in the Optical Transport Network.;incollection;1
reference/mediated/Price08;2011-01-21;Higher Education's Use of Course Management Software.;incollection;1
reference/mediated/Tarsiero08;2011-01-21;Linguistics of Computer-Mediated Communication.;incollection;1
reference/mediated/GuadagnoA08;2014-06-30;Virtual Collaboration in Immersive and Non-Immersive Virtual Environments.;incollection;2
reference/mediated/Robins08;2011-01-21;Accessible Design for Communication on the Web.;incollection;1
reference/mediated/Greenberg08;2011-01-21;CMC and the Nature of Human/ Machine Interface.;incollection;1
reference/mediated/Cemalcilar08;2011-01-21;Communicating Electronically When Too Far Away to Visit.;incollection;1
reference/mediated/Harrison08;2016-09-20;Turn Taking in E-Mail Discussions.;incollection;1
reference/mediated/GeorgeM08;2011-01-21;Deceptive Communication in E-Collaboration.;incollection;2
reference/mediated/Opgenhaffen08;2011-01-21;Divergent News Media in Computer Mediated News Communication.;incollection;1
reference/mediated/CollinsB08;2011-01-21;Moderating Discussion Groups Using Computer Mediated Communication.;incollection;2
reference/mediated/Price08a;2011-01-21;Computer Mediated Collaboration.;incollection;1
reference/mediated/Taiwo08;2011-01-21;Linguistic Forms and Functions of SMS Text Messages in Nigeria.;incollection;1
reference/mediated/Ocker08;2011-01-21;The Impact of Personality on Virtual Team Creativity and Quality.;incollection;1
reference/mediated/Park08;2011-01-21;Solidarity and Rapport in Social Interaction.;incollection;1
reference/mediated/McFadden08;2011-01-21;Podcasting and Really Simple Syndication (RSS).;incollection;1
reference/mediated/Switzer08;2011-01-21;"An Analysis of a Decade of Research Published in the ""Journal of Computer Mediated Communication"".";incollection;1
reference/mediated/FussellZS08;2011-01-21;Global Culture and Computer Mediated Communication.;incollection;3
reference/mediated/Risquez08;2011-01-21;E-Mentoring.;incollection;1
reference/mediated/2008;2017-06-09;Handbook of Research on Computer Mediated Communication (2 Volumes);book;0
reference/mediated/Meyer08;2011-01-21;Digital Photography.;incollection;1
reference/mediated/Fragoso08;2011-01-21;Seek and Ye Shall Find.;incollection;1
reference/mediated/BowerB08;2011-01-21;Teaching Credibility of Sources in an Age of CMC.;incollection;2
reference/mediated/LevelH08;2011-01-21;Learning and Teaching with CMC in the U.S. Higher Education Arena.;incollection;2
reference/mediated/Doraiswamy08;2011-01-21;Corporate Blogging.;incollection;1
reference/mediated/HasleC08;2011-01-21;Persuasive Design.;incollection;2
reference/mediated/Jordan08;2011-01-21;Preparing Participants for Computer Mediated Communication.;incollection;1
reference/mediated/Leung08;2011-01-21;Higher Order Thinking in Online Courses.;incollection;1
reference/mediated/Biddix08;2011-01-21;Multitasking CMC to Study Connected Organizations.;incollection;1
reference/mediated/Olaniran08;2011-01-23;Human Computer Interaction and the Best Mix of Face-to-Face and E-Interactions in Educational Settings.;incollection;1
reference/mediated/Blanchard08;2011-01-21;Sense of Virtual Community.;incollection;1
reference/mediated/Thorpe08;2011-01-21;The Use of Story in Building Online Group Relationships.;incollection;1
reference/mediated/GongO08;2011-01-21;Innovations and Motivations in Online Chat.;incollection;2
reference/mediated/ApostelF08;2011-01-21;Shifting Trends in Evaluating the Credibility of CMC.;incollection;2
reference/mediated/AmundsenS08;2011-01-21;The Untapped Learning Potential of CMC in Higher Education.;incollection;2
reference/mediated/DarisipudiS08;2011-01-21;Blogs.;incollection;2
reference/mediated/Weder08;2011-01-21;Form and Function of Metacommunication in CMC.;incollection;1
reference/mediated/OkdieG08;2011-01-21;Social Influence and Computer Mediated Communication.;incollection;2
reference/mediated/DePew08;2011-01-21;Composing Identity in Online Instructional Contexts.;incollection;1
reference/mediated/Stewart08;2011-01-21;CMC and E-Mentoring in Midwifery.;incollection;1
reference/mediated/PanklR08;2011-01-21;Information Commons and Web 2.0 Technologies.;incollection;2
reference/mediated/Woletz08;2011-01-21;Digital Storytelling from Artificial Intelligence to YouTube.;incollection;1
reference/mediated/Ruth08;2011-01-21;Computer Mediated Learning.;incollection;1
reference/mediated/RennerS08;2011-01-21;The Psychology of Personal Web Sites.;incollection;2
reference/mediated/Vess08;2011-01-21;Stay Tuned for Podcast U and the Data on M-Learning.;incollection;1
reference/mediated/GodskP08;2011-01-21;WebCom.;incollection;2
reference/mediated/CrummettP08;2011-01-21;The Use of CMC Technologies in Academic Libraries.;incollection;2
reference/mediated/BurnsL08;2011-01-21;Publishing an Internet E-Zine.;incollection;2
reference/mediated/SuG08;2011-01-21;Chat Rooms for Language Teaching and Learning.;incollection;2
reference/mediated/Cohn08;2011-01-21;Podcastia.;incollection;1
reference/auto/Kiritsis09;2017-05-16;Product Lifecycle Management and Embedded Information Devices.;incollection;1
reference/auto/IqbalB09;2017-11-06;Nanoelectronic-Based Detection for Biology and Medicine.;incollection;2
reference/auto/OommenM09;2019-06-02;Cybernetics and Learning Automata.;incollection;2
reference/auto/XiLC09;2020-09-30;Nanomanufacturing Automation.;incollection;3
reference/auto/WolfS09;2018-11-02;Medical Automation and Robotics.;incollection;2
reference/auto/RamaswamyJ09;2017-05-16;Automation and Ethics.;incollection;2
reference/auto/Richmond09;2017-05-16;Automation in Financial Services.;incollection;1
reference/auto/Lui09;2017-05-16;Automation in Home Appliances.;incollection;1
